b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0008,transaldolase (EC 2.2.1.2),COG0176,carbohydrate transport and metabolism,G,metabolism
b0045,predicted transporter,COG2271,carbohydrate transport and metabolism,G,metabolism
b0061,L-ribulose 5-phosphate 4-epimerase (EC 5.1.3.4),COG0235,carbohydrate transport and metabolism,G,metabolism
b0062,L-arabinose isomerase (EC 5.3.1.4),COG2160,carbohydrate transport and metabolism,G,metabolism
b0063,L-ribulokinase (EC 2.7.1.16),COG1069,carbohydrate transport and metabolism,G,metabolism
b0070,broad specificity sugar efflux system,COG2814,carbohydrate transport and metabolism,G,metabolism
b0124,quinoprotein glucose dehydrogenase (EC 1.1.5.2),COG4993,carbohydrate transport and metabolism,G,metabolism
b0128,predicted transporter subunit: membrane component of ABC superfamily,COG1682,carbohydrate transport and metabolism,G,metabolism
b0129,predicted PTS Enzyme IIA,COG2893,carbohydrate transport and metabolism,G,metabolism
b0130,predicted polysaccharide deacetylase lipoprotein,COG0726,carbohydrate transport and metabolism,G,metabolism
b0146,predicted DNA-binding transcriptional regulator,COG1489,carbohydrate transport and metabolism,G,metabolism
b0222,phosphoheptose isomerase (EC 5.3.1.-),COG0279,carbohydrate transport and metabolism,G,metabolism
b0269,CP4-6 prophage; predicted dehydratase,COG0129,carbohydrate transport and metabolism,G,metabolism
b0270,CP4-6 prophage; predicted sugar transporter,COG2211,carbohydrate transport and metabolism,G,metabolism
b0271,CP4-6 prophage; predicted xylosidase/arabinosidase,COG3507,carbohydrate transport and metabolism,G,metabolism
b0325,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",COG1064,carbohydrate transport and metabolism,G,metabolism
b0331,methylisocitrate lyase (EC 4.1.3.30),COG2513,carbohydrate transport and metabolism,G,metabolism
b0334,2-methylcitrate dehydratase (EC 4.2.1.79),COG2079,carbohydrate transport and metabolism,G,metabolism
b0344,beta-galactosidase (EC:3.2.1.23),COG3250,carbohydrate transport and metabolism,G,metabolism
b0353,predicted 3-hydroxyphenylpropionic transporter,COG2814,carbohydrate transport and metabolism,G,metabolism
b0364,conserved protein,COG2120,carbohydrate transport and metabolism,G,metabolism
b0394,N-acetylglucosamine kinase (EC 2.7.1.59),COG1940,carbohydrate transport and metabolism,G,metabolism
b0396,predicted transporter,COG2814,carbohydrate transport and metabolism,G,metabolism
b0403,alpha-glucosidase (EC:3.2.1.20),COG0366,carbohydrate transport and metabolism,G,metabolism
b0427,predicted transporter,COG2814,carbohydrate transport and metabolism,G,metabolism
b0477,inosine-guanosine kinase (EC 2.7.1.73),COG0524,carbohydrate transport and metabolism,G,metabolism
b0508,hydroxypyruvate isomerase,COG3622,carbohydrate transport and metabolism,G,metabolism
b0514,glycerate kinase II,COG1929,carbohydrate transport and metabolism,G,metabolism
b0591,"enterobactin exporter, iron-regulated",COG2814,carbohydrate transport and metabolism,G,metabolism
b0612,citrate:succinate antiporter,COG0471,carbohydrate transport and metabolism,G,metabolism
b0616,"citrate lyase, citryl-ACP lyase (beta) subunit",COG2301,carbohydrate transport and metabolism,G,metabolism
b0638,adenosylcobalamin phosphatase (EC 3.1.3.73),COG0406,carbohydrate transport and metabolism,G,metabolism
b0676,"N-acetylglucosamine repressor, NagC",COG1940,carbohydrate transport and metabolism,G,metabolism
b0677,N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.25),COG1820,carbohydrate transport and metabolism,G,metabolism
b0678,glucosamine-6-phosphate deaminase (EC 3.5.99.6),COG0363,carbohydrate transport and metabolism,G,metabolism
b0679,"PTS system N-acetylglucosamine-specific IIA component, Glc family (TC 4.A.1.1.2)/PTS system N-acetylglucosamine-specific IIB component, Glc family (TC 4.A.1.1.2)/PTS system N-acetylglucosamine-specific IIC component, Glc family (TC 4.A.1.1.2)",COG1263,carbohydrate transport and metabolism,G,metabolism
b0688,phosphoglucomutase,COG0033,carbohydrate transport and metabolism,G,metabolism
b0731,"PTS system mannosylglycerate-specific IIA component, Fru family (TC 4.A.2.1.3)/PTS system mannosylglycerate-specific IIB component, Fru family (TC 4.A.2.1.3)/PTS system mannosylglycerate-specific IIC component, Fru family (TC 4.A.2.1.3)",COG1299,carbohydrate transport and metabolism,G,metabolism
b0732,alpha-mannosidase,COG0383,carbohydrate transport and metabolism,G,metabolism
b0755,phosphoglycerate mutase (EC 5.4.2.1),COG0588,carbohydrate transport and metabolism,G,metabolism
b0756,aldose 1-epimerase (EC 5.1.3.3),COG2017,carbohydrate transport and metabolism,G,metabolism
b0757,galactokinase (EC 2.7.1.6),COG0153,carbohydrate transport and metabolism,G,metabolism
b0758,UDP-glucose-hexose-1-phosphate uridylyltransferase (EC 2.7.7.12)/UTP-hexose-1-phosphate uridylyltransferase (EC 2.7.7.10),COG1085,carbohydrate transport and metabolism,G,metabolism
b0767,6-phosphogluconolactonase,COG2706,carbohydrate transport and metabolism,G,metabolism
b0770,predicted transporter,COG0471,carbohydrate transport and metabolism,G,metabolism
b0772,"acyl-CoA thioesterase, lipoprotein",COG4677,carbohydrate transport and metabolism,G,metabolism
b0780,predicted transferase with NAD(P)-binding Rossmann-fold domain,COG0391,carbohydrate transport and metabolism,G,metabolism
b0818,"transporter, YbiR family",COG0471,carbohydrate transport and metabolism,G,metabolism
b0825,fructose 6-phosphate aldolase (EC 4.1.2.-),COG0176,carbohydrate transport and metabolism,G,metabolism
b0837,soluble aldose sugar dehydrogenase,COG2133,carbohydrate transport and metabolism,G,metabolism
b0840,"transcriptional regulator, DeoR family",COG1349,carbohydrate transport and metabolism,G,metabolism
b0845,predicted transporter,COG0738,carbohydrate transport and metabolism,G,metabolism
b0875,aquaporin Z,COG0580,carbohydrate transport and metabolism,G,metabolism
b0898,predicted MFS-type transporter,COG2814,carbohydrate transport and metabolism,G,metabolism
b0963,methylglyoxal synthase,COG1803,carbohydrate transport and metabolism,G,metabolism
b0994,TMAO-binding protein,COG1879,carbohydrate transport and metabolism,G,metabolism
b1023,biofilm adhesin polysaccharide PGA export lipoprotein with a polysaccharide deacetylase activity needed for export,COG0726,carbohydrate transport and metabolism,G,metabolism
b1049,membrane glycosyltransferase,COG2943,carbohydrate transport and metabolism,G,metabolism
b1053,predicted drug efflux system,COG2814,carbohydrate transport and metabolism,G,metabolism
