b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0106,"assembly protein in type IV pilin biogenesis, transmembrane protein",COG1459,extracellular structures,W,cellular processes and signaling
b0107,conserved protein with nucleoside triphosphate hydrolase domain,COG2804,extracellular structures,W,cellular processes and signaling
b0108,predicted major pilin subunit,COG4969,extracellular structures,W,cellular processes and signaling
b0139,predicted outer membrane usher protein,COG3188,extracellular structures,W,cellular processes and signaling
b0140,predicted periplasmic pilin chaperone,COG3121,extracellular structures,W,cellular processes and signaling
b0531,"pilin chaperone, periplasmic",COG3121,extracellular structures,W,cellular processes and signaling
b0532,predicted outer membrane export usher protein,COG3188,extracellular structures,W,cellular processes and signaling
b0717,predicted periplasmic pilus chaperone,COG3121,extracellular structures,W,cellular processes and signaling
b0718,predicted outer membrane protein,COG3188,extracellular structures,W,cellular processes and signaling
b0939,predicted periplasmic pilin chaperone,COG3121,extracellular structures,W,cellular processes and signaling
b0940,predicted outer membrane usher protein,COG3188,extracellular structures,W,cellular processes and signaling
b0944,predicted periplasmic pilini chaperone,COG3121,extracellular structures,W,cellular processes and signaling
b2109,predicted outer membrane protein,COG3188,extracellular structures,W,cellular processes and signaling
b2110,predicted periplasmic pilin chaperone,COG3121,extracellular structures,W,cellular processes and signaling
b2336,predicted periplasmic pilus chaperone,COG3121,extracellular structures,W,cellular processes and signaling
b2823,predicted protein,COG4967,extracellular structures,W,cellular processes and signaling
b2826,conserved protein,COG2165,extracellular structures,W,cellular processes and signaling
b2950,predicted pilus retraction ATPase,COG2805,extracellular structures,W,cellular processes and signaling
b3047,predicted periplasmic pilin chaperone,COG3121,extracellular structures,W,cellular processes and signaling
b3143,predicted periplasmic pilin chaperone,COG3121,extracellular structures,W,cellular processes and signaling
b3144,predicted outer membrane protein,COG3188,extracellular structures,W,cellular processes and signaling
b3215,predicted periplasmic chaperone protein,COG3121,extracellular structures,W,cellular processes and signaling
b3216,predicted outer membrane mbrial subunitusher protein,COG3188,extracellular structures,W,cellular processes and signaling
b3326,"general secretory pathway component, cryptic",COG2804,extracellular structures,W,cellular processes and signaling
b3327,type II secretion system protein F (GspF),COG1459,extracellular structures,W,cellular processes and signaling
b3328,type II secretion system protein G (GspG),COG2165,extracellular structures,W,cellular processes and signaling
b3329,type II secretion system protein H (GspH),COG2165,extracellular structures,W,cellular processes and signaling
b3394,protein required for the utilization of DNA as a carbon source; fimbrial assembly protein homolog,COG3166,extracellular structures,W,cellular processes and signaling
b3530,cellulose synthase subunit,COG5010,extracellular structures,W,cellular processes and signaling
b4316,"chaperone, periplasmic",COG3121,extracellular structures,W,cellular processes and signaling
b4317,"outer membrane usher protein, type 1 fimbrial synthesis",COG3188,extracellular structures,W,cellular processes and signaling
