b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0027,signal peptidase II (EC:3.4.23.36). Aspartic peptidase. MEROPS family A08,COG0597,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0040,predicted transporter,COG1292,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0054,"LPS assembly OM complex LptDE, beta-barrel component",COG1452,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0084,peptidoglycan synthetase FtsI (EC 2.4.1.129),COG0768,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0085,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)",COG0769,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0086,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10),COG0770,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0087,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),COG0472,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0088,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9),COG0771,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0090,UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase,COG0707,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0091,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8),COG0773,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0092,D-alanine--D-alanine ligase (EC 6.3.2.4),COG1181,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0096,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108),COG0774,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0123,cell division protein SufI,COG2132,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0128,predicted transporter subunit: membrane component of ABC superfamily,COG1682,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0130,predicted polysaccharide deacetylase lipoprotein,COG0726,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0149,fused glycosyl transferase and transpeptidase,COG0744,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0177,Beta-barrel assembly machine subunit BamA,COG4775,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0178,periplasmic chaperone for outer membrane proteins Skp,COG2825,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0179,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191),COG1044,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0181,acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129),COG1043,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0182,lipid-A-disaccharide synthase (EC 2.4.1.182),COG0763,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0192,lipoprotein involved with copper homeostasis and adhesion,COG3015,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0211,predicted membrane-bound lytic murein transglycosylase D,COG0741,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0224,conserved protein,COG3034,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0227,predicted lipoprotein and C40 family peptidase,COG0791,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0241,outer membrane phosphoporin protein E,COG3203,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0268,CP4-6 prophage; predicted lyase/synthase,COG0329,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0314,choline transporter of high affinity,COG1292,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0381,D-alanine--D-alanine ligase (EC 6.3.2.4),COG1181,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0411,"nucleoside channel, receptor of phage T6 and colicin K",COG3248,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0463,multidrug efflux system,COG0845,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0465,fused conserved protein,COG3264,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0524,"UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54)",COG2908,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0555,DLP12 prophage; predicted lysozyme,COG3772,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0565,DLP12 prophage; outer membrane protease VII (outer membrane protein 3b),COG4571,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0572,"copper/silver efflux system, outer membrane component",COG1538,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0574,"copper/silver efflux system, membrane fusion protein",COG0845,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0577,predicted mechanosensitive channel,COG0668,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0587,regulator of length of O-antigen component of lipopolysaccharide chains,COG3765,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0632,penicillin-binding protein 6. Serine peptidase. MEROPS family S11,COG1686,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0633,"septal ring protein, suppressor of prc, minor lipoprotein",COG0797,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0635,"cell elongation-specific peptidoglycan D,D-transpeptidase/peptidoglycan glycosyltransferase (EC 2.4.1.129)",COG0768,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0641,"LPS assembly OM complex LptDE, lipoprotein component",COG2980,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0657,Apolipoprotein N-acyltransferase,COG0815,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0739,Cell division and transport-associated protein TolA (TC 2.C.1.2.1),COG3064,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0741,peptidoglycan-associated outer membrane lipoprotein,COG2885,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0759,UDP-galactose 4-epimerase (EC 5.1.3.2),COG1087,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0808,predicted mechanosensitive channel,COG0668,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0814,outer membrane protein X,COG3637,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0815,"predicted hydrolase, inner membrane",COG2194,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0819,"L,D-transpeptidase linking Lpp to murein",COG1376,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
b0839,penicillin-binding protein 6. Serine peptidase. MEROPS family S11,COG1686,cell wall/membrane/envelope biogenesis,M,cellular processes and signaling
