b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0023,SSU ribosomal protein S20P,COG0268,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0026,Isoleucyl-tRNA synthetase (EC 6.1.1.5),COG0060,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0051,dimethyladenosine transferase (EC 2.1.1.-),COG0030,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0058,ribosomal large subunit pseudouridine synthase A (EC 5.4.99.-),COG0564,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0081,"conserved protein, MraZ family",COG2001,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0082,"16S rRNA m(4)C1402 methyltranserfase, SAM-dependent",COG0275,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0143,poly(A) polymerase I,COG0617,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0145,"transcriptional regulator, TraR/DksA family",COG1734,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0147,2'-5' RNA ligase,COG1514,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0148,predicted ATP-dependent helicase,COG1643,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0168,"methionine aminopeptidase, type I (EC 3.4.11.18)",COG0024,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0169,SSU ribosomal protein S2P,COG0052,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0170,translation elongation factor Ts (EF-Ts),COG0264,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0172,ribosome recycling factor,COG0233,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0188,tRNA(Ile)-lysidine synthetase,COG0037,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0194,prolyl-tRNA synthetase (EC 6.1.1.15),COG0442,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0195,"conserved protein, UPF0066 family",COG1720,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0225,translation inhibitor toxin of toxin-antitoxin pair YafQ/DinJ,COG3041,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0296,LSU ribosomal protein L31P,COG0254,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0405,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,COG0809,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0406,tRNA-guanine transglycosylase (EC 2.4.2.29),COG0343,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0423,[ThiS-adenylate] sulfurtransferase,COG0301,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0444,preQ(0) biosynthesis protein QueC,COG0603,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0481,Cys-tRNA(Pro) hydrolase (EC 3.1.1.-),COG2606,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0503,tRNA 2-selenouridine synthase (EC 2.9.1.-),COG2603,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0526,cysteinyl-tRNA synthetase (EC 6.1.1.16),COG0215,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0528,Ribosome-associated protein; predicted RNA-binding protein,COG2501,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0611,ribonuclease I,COG3719,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0636,23S rRNA (pseudouridine-1915-N(3)-) methyltransferase,COG1576,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0637,ribosome-associated protein,COG0799,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0642,leucyl-tRNA synthetase (EC 6.1.1.4),COG0495,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0659,metal-binding heat shock protein required for translation at 42 degrees,COG0319,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0661,tRNA-i(6)A37 thiotransferase enzyme MiaB,COG0621,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0680,glutaminyl-tRNA synthetase (EC 6.1.1.18),COG0008,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0803,"transcriptional regulator, TraR/DksA family",COG1734,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0807,23S rRNA m(6)A-1618 methyltransferase (EC 2.1.1.48),COG3129,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0835,SSU ribosomal protein S12P methylthiotransferase (EC 2.-.-.-),COG0621,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0852,SSU ribosomal protein S6P modification protein,COG0189,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0859,23S rRNA m(5)U-747 methyltransferase (EC 2.1.1.189),COG2265,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0884,bacterial translation initiation factor 1 (bIF-1),COG0361,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0893,seryl-tRNA synthetase (EC 6.1.1.11),COG0172,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0905,conserved protein,COG1944,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0911,SSU ribosomal protein S1P,COG0539,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0930,asparaginyl-tRNA synthetase (EC 6.1.1.22),COG0017,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0948,23S rRNA m(2)G-2445 methyltransferase (EC 2.1.1.52),COG0116,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0953,ribosome modulation factor,COG3130,"translation, ribosomal structure and biogenesis",J,information storage and processing
b0967,23S rRNA m(5)C-1962 methyltransferase (EC 2.1.1.191)/SAM-dependent methyltransferase (EC 2.1.1.-),COG1092,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1045,"RNase III inhibitor during cold shock, UPF0189 family",COG2110,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1066,[SSU ribosomal protein S5P]-alanine acetyltransferase (EC 2.3.1.128),COG1670,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1084,RNAse E (EC 3.1.26.12),COG1530,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1086,ribosomal large subunit pseudouridine synthase C (EC 5.4.99.24),COG0564,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1089,LSU ribosomal protein L32P,COG0333,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1128,conserved protein,COG2850,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1133,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61),COG0482,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1135,ribosomal large subunit pseudouridine synthase E (EC 5.4.99.-),COG1187,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1203,predicted GTP-binding protein,COG0012,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1204,peptidyl-tRNA hydrolase (EC 3.1.1.29),COG0193,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1211,bacterial peptide chain release factor 1 (bRF-1),COG0216,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1212,[protein release factor]-glutamine N5-methyltransferase (EC 2.1.1.-),COG2890,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1267,predicted RNA binding protein,COG0009,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1269,ribosomal large subunit pseudouridine synthase B (EC 5.4.99.-),COG1187,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1282,translation initiation factor 1 (eIF-1/SUI1),COG0023,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1344,tRNA s(2)C-32 sulfurtransferase (EC 2.8.1.4),COG0037,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1413,ATP-dependent helicase HrpA,COG1643,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1427,[LSU ribosomal protein L12P]-serine N-acetyltransferase (EC:2.3.1.-),COG1670,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1584,spermine/spermidine N-acetyltransferase (EC 2.3.1.-),COG1670,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1637,tyrosyl-tRNA synthetase (EC 6.1.1.1),COG0162,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1713,phenylalanyl-tRNA synthetase beta subunit (EC 6.1.1.20),COG0072,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1714,"phenylalanyl-tRNA synthetase, alpha subunit (EC 6.1.1.20)",COG0016,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1716,LSU ribosomal protein L20P,COG0292,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1717,LSU ribosomal protein L35P,COG0291,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1718,bacterial translation initiation factor 3 (bIF-3),COG0290,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1719,Ser-tRNA(Thr) hydrolase (EC 3.1.1.-)/threonyl-tRNA synthetase (EC 6.1.1.3),COG0441,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1767,asparaginase (EC 3.5.1.1),COG0252,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1787,conserved protein,COG2606,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1804,ribonuclease D,COG0349,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1807,"protease specific for YgjD, essential for nucleoid maintanence",COG1214,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1835,16S rRNA m(5)C-1407 methyltransferase (EC 2.1.1.178),COG0144,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1864,"conserved protein, UPF0082 family",COG0217,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1866,aspartyl-tRNA synthetase (EC 6.1.1.12),COG0173,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1876,arginyl-tRNA synthetase (EC 6.1.1.19),COG0018,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1962,"predicted hydrolase, HD superfamily",COG1418,"translation, ribosomal structure and biogenesis",J,information storage and processing
b1983,"conserved protein, UPF0082 family",COG0217,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2114,methionyl-tRNA synthetase (EC 6.1.1.10),COG0143,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2140,"tRNA-U20a,U20b-dihydrouridine synthase",COG0042,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2171,elongation factor P-like protein,COG0231,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2183,ribosomal small subunit pseudouridine synthase A (EC 5.4.99.-),COG1187,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2185,LSU ribosomal protein L25P,COG1825,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2255,fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase,COG0223,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2266,conserved protein,COG4575,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2268,RNAse Z (EC 3.1.26.11),COG1234,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2318,pseudouridylate synthase I,COG0101,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2324,fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase/FAD-dependent demodification enzyme,COG4121,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2326,conserved protein,COG3101,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2330,[LSU ribosomal protein L3P]-glutamine N5-methyltransferase (EC 2.1.1.-),COG2890,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2400,glutamyl-tRNA synthetase (EC 6.1.1.17),COG0008,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2474,tRNA(Met)-cytidine N(4)-acetyltransferase,COG1444,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2514,histidyl-tRNA synthetase (EC 6.1.1.21),COG0124,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2517,23S rRNA m(2)A-2503 methyltransferase (EC 2.1.1.192),COG0820,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2532,"tRNA mC32/mU32 methyltransferase, SAM-dependent",COG0565,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2559,tRNA-adenosine deaminase (EC 3.5.4.-),COG0590,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2566,"membrane-associated, 16S rRNA-binding GTPase",COG1159,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2569,GTP-binding protein LepA,COG0481,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2575,tRNA (adenine-N(6)-)-methyltransferase,COG4123,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2581,predicted methyltransferase,COG0566,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2594,ribosomal large subunit pseudouridine synthase D (EC 5.4.99.-),COG0564,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2597,SSU ribosomal protein S30P/sigma 54 modulation protein,COG1544,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2606,LSU ribosomal protein L19P,COG0335,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2607,tRNA (Guanine37-N(1)-) methyltransferase (EC 2.1.1.31),COG0336,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2608,16S rRNA processing protein RimM,COG0806,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2609,SSU ribosomal protein S16P,COG0228,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2619,"toxic protein, UPF0083 family",COG2867,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2672,predicted protein,COG4575,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2697,alanyl-tRNA synthetase (EC 6.1.1.7),COG0013,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2745,tRNA(Glu) U13 pseudouridine synthase,COG0585,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2785,23S rRNA m(5)U-1939 methyltransferase (EC 2.1.1.190),COG2265,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2791,tRNA pseudouridine synthase C (EC 5.4.99.-),COG0564,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2794,7-cyano-7-deazaguanine reductase (NADPH-dependent),COG2904,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2806,"23S rRNA C2498 ribose 2'-O-methyltransferase, SAM-dependent",COG2933,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2812,sulfur acceptor for CsdA,COG1179,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2890,"lysyl-tRNA synthetase, class II (EC 6.1.1.6)",COG1190,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2891,bacterial peptide chain release factor 2 (bRF-2),COG1186,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2946,16S rRNA m(3)U-1498 methyltransferase (EC 2.1.1.193),COG1385,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2947,glutathione synthase (EC 6.3.2.3),COG0189,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2957,asparaginase (EC 3.5.1.1),COG0252,"translation, ribosomal structure and biogenesis",J,information storage and processing
b2960,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33),COG0220,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3056,fused tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase and phosphatase,COG0617,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3064,O-sialoglycoprotein endopeptidase (EC 3.4.24.57),COG0533,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3065,SSU ribosomal protein S21P,COG0828,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3074,conserved tRNA binding protein,COG0073,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3083,mRNA interferase toxin of the HigB-HigA toxin-antitoxin system,COG4680,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3084,16S rRNA m(2)G 1207 methyltransferase (EC 2.1.1.52)/23S rRNA m(2)G-1835 methyltransferase (EC 2.1.1.52),COG2813,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3098,conserved protein,COG4575,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3146,"16S rRNA C1402 ribose 2'-O-methyltransferase, SAM-dependent",COG0313,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3164,polynucleotide phosphorylase/polyadenylase,COG1185,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3165,SSU ribosomal protein S15P,COG0184,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3166,tRNA pseudouridine synthase B (EC 4.2.1.70),COG0130,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3167,ribosome-binding factor A,COG0858,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3168,bacterial translation initiation factor 2 (bIF-2),COG0532,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3170,ribosome maturation factor for 30S subunits,COG0779,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3179,23S rRNA Um-2552 2'-O-methyltransferase (EC 2.1.1.166),COG0293,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3180,RNA binding protein associated with pre-50S ribosomal subunits,COG1534,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3185,LSU ribosomal protein L27P,COG0211,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3186,LSU ribosomal protein L21P,COG0261,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3203,SSU ribosomal protein S30P/sigma 54 modulation protein,COG1544,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3230,SSU ribosomal protein S9P,COG0103,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3231,LSU ribosomal protein L13P,COG0102,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3247,RNAse G (EC 3.1.4.-),COG1530,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3259,[LSU ribosomal protein L11P]-lysine N-methyltransferase (EC 2.1.1.-),COG2264,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3260,tRNA-U20-dihydrouridine synthase,COG0042,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3282,translation factor SUA5,COG0009,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3287,peptide deformylase (EC 3.5.1.88),COG0242,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3288,methionyl-tRNA formyltransferase (EC 2.1.2.9),COG0223,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3289,16S rRNA m(5)C-967 methyltransferase (EC 2.1.1.176),COG0144,"translation, ribosomal structure and biogenesis",J,information storage and processing
b4550,"conserved protein, DUF331 family",COG3036,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3294,LSU ribosomal protein L17P,COG0203,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3296,SSU ribosomal protein S4P,COG0522,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3297,SSU ribosomal protein S11P,COG0100,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3298,SSU ribosomal protein S13P,COG0099,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3299,LSU ribosomal protein L36P,COG0257,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3301,LSU ribosomal protein L15P,COG0200,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3302,LSU ribosomal protein L30P,COG1841,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3303,SSU ribosomal protein S5P,COG0098,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3304,LSU ribosomal protein L18P,COG0256,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3305,LSU ribosomal protein L6P,COG0097,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3306,SSU ribosomal protein S8P,COG0096,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3307,SSU ribosomal protein S14P,COG0199,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3308,LSU ribosomal protein L5P,COG0094,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3309,LSU ribosomal protein L24P,COG0198,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3310,LSU ribosomal protein L14P,COG0093,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3311,SSU ribosomal protein S17P,COG0186,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3312,LSU ribosomal protein L29P,COG0255,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3313,LSU ribosomal protein L16P,COG0197,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3314,SSU ribosomal protein S3P,COG0092,"translation, ribosomal structure and biogenesis",J,information storage and processing
b3315,LSU ribosomal protein L22P,COG0091,"translation, ribosomal structure and biogenesis",J,information storage and processing
