b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0049,"Bis(5'nucleosyl)-tetraphosphatase, ApaH",COG0639,signal transduction mechanisms,T,cellular processes and signaling
b0146,predicted DNA-binding transcriptional regulator,COG1489,signal transduction mechanisms,T,cellular processes and signaling
b0162,"transcriptional regulator, CdaR family",COG3835,signal transduction mechanisms,T,cellular processes and signaling
b0167,"UTP--GlnB (protein PII) uridylyltransferase, GlnD",COG2844,signal transduction mechanisms,T,cellular processes and signaling
b0315,c-di-GMP-specific phosphodiesterase,COG2200,signal transduction mechanisms,T,cellular processes and signaling
b0318,ankyrin repeat protein,COG0666,signal transduction mechanisms,T,cellular processes and signaling
b0385,"diguanylate cyclase for cellulose, biofilm, motility regulation",COG2199,signal transduction mechanisms,T,cellular processes and signaling
b0399,DNA-binding response regulator in two-component regulatory system with PhoR (or CreC),COG0745,signal transduction mechanisms,T,cellular processes and signaling
b0400,PAS/PAC sensor signal transduction histidine kinase (EC 2.7.13.3),COG5002,signal transduction mechanisms,T,cellular processes and signaling
b0435,"transcriptional regulator, BolA protein family",COG0271,signal transduction mechanisms,T,cellular processes and signaling
b0450,nitrogen regulatory protein P-II family,COG0347,signal transduction mechanisms,T,cellular processes and signaling
b0457,predicted cyclic-di-GMP phosphodiesterase,COG4943,signal transduction mechanisms,T,cellular processes and signaling
b0535,"two component transcriptional regulator, LuxR family",COG2197,signal transduction mechanisms,T,cellular processes and signaling
b0570,"sensory histidine kinase in two-component regulatory system with CusR, senses copper ions",COG0642,signal transduction mechanisms,T,cellular processes and signaling
b0571,DNA-binding response regulator in two-component regulatory system with CusS,COG0745,signal transduction mechanisms,T,cellular processes and signaling
b0598,carbon starvation protein,COG1966,signal transduction mechanisms,T,cellular processes and signaling
b0607,universal stress protein UP12,COG0589,signal transduction mechanisms,T,cellular processes and signaling
b0619,sensory histidine kinase in two-component regulatory system with citB,COG3290,signal transduction mechanisms,T,cellular processes and signaling
b0620,DNA-binding response regulator in two-component regulatory system with citA,COG4565,signal transduction mechanisms,T,cellular processes and signaling
b0631,"conserved protein, UPF0250 family",COG2921,signal transduction mechanisms,T,cellular processes and signaling
b0644,conserved protein,COG0790,signal transduction mechanisms,T,cellular processes and signaling
b0655,L-aspartate-binding protein/L-glutamate-binding protein,COG0834,signal transduction mechanisms,T,cellular processes and signaling
b0660,predicted protein with nucleoside triphosphate hydrolase domain,COG1702,signal transduction mechanisms,T,cellular processes and signaling
b0694,DNA-binding response regulator in two-component regulatory system with KdpD,COG0745,signal transduction mechanisms,T,cellular processes and signaling
b0695,fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein,COG2205,signal transduction mechanisms,T,cellular processes and signaling
b0811,L-glutamine-binding protein,COG0834,signal transduction mechanisms,T,cellular processes and signaling
