b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0030,ribonucleoside hydrolase 3,COG1957,nucleotide transport and metabolism,F,metabolism
b0032,carbamoyl-phosphate synthase small subunit,COG0505,nucleotide transport and metabolism,F,metabolism
b0033,carbamoyl-phosphate synthase large subunit,COG0458,nucleotide transport and metabolism,F,metabolism
b0099,8-oxo-dGTPase (EC 3.6.1.55),COG1051,nucleotide transport and metabolism,F,metabolism
b0104,GMP reductase,COG0516,nucleotide transport and metabolism,F,metabolism
b0125,hypoxanthine phosphoribosyltransferase (EC 2.4.2.8),COG0634,nucleotide transport and metabolism,F,metabolism
b0159,methylthioadenosine nucleosidase (EC 3.2.2.16)/adenosylhomocysteine nucleosidase (EC 3.2.2.9),COG0775,nucleotide transport and metabolism,F,metabolism
b0160,deoxyguanosine triphosphate triphosphohydrolase,COG0232,nucleotide transport and metabolism,F,metabolism
b0171,uridylate kinase (EC 2.7.4.22),COG0528,nucleotide transport and metabolism,F,metabolism
b0238,guanine-hypoxanthine phosphoribosyltransferase,COG0503,nucleotide transport and metabolism,F,metabolism
b0324,predicted deaminase with metallo-dependent hydrolase domain,COG0402,nucleotide transport and metabolism,F,metabolism
b0336,cytosine transporter,COG1457,nucleotide transport and metabolism,F,metabolism
b0337,cytosine deaminase,COG0402,nucleotide transport and metabolism,F,metabolism
b0469,adenine phosphoribosyltransferase (EC 2.4.2.7),COG0503,nucleotide transport and metabolism,F,metabolism
b0474,Adenylate kinase (EC 2.7.4.3),COG0563,nucleotide transport and metabolism,F,metabolism
b0480,bifunctional UDP-sugar hydrolase/5'-nucleotidase,COG0737,nucleotide transport and metabolism,F,metabolism
b0505,ureidoglycolate hydrolase,COG3194,nucleotide transport and metabolism,F,metabolism
b0511,predicted allantoin transporter,COG1953,nucleotide transport and metabolism,F,metabolism
b0512,allantoinase,COG0044,nucleotide transport and metabolism,F,metabolism
b0513,predicted uracil/xanthine transporter,COG2233,nucleotide transport and metabolism,F,metabolism
b0522,5-(carboxyamino)imidazole ribonucleotide synthase,COG0026,nucleotide transport and metabolism,F,metabolism
b0523,5-(carboxyamino)imidazole ribonucleotide mutase,COG0041,nucleotide transport and metabolism,F,metabolism
b0651,ribonucleoside hydrolase 1,COG1957,nucleotide transport and metabolism,F,metabolism
b0675,UMP phosphatase,COG0647,nucleotide transport and metabolism,F,metabolism
b0910,cytidylate kinase (EC 2.7.4.14),COG0283,nucleotide transport and metabolism,F,metabolism
b0945,dihydroorotate oxidase A (EC 1.3.3.1),COG0167,nucleotide transport and metabolism,F,metabolism
b1006,predicted transporter,COG2233,nucleotide transport and metabolism,F,metabolism
b1062,dihydroorotase (EC 3.5.2.3),COG0418,nucleotide transport and metabolism,F,metabolism
b1098,thymidylate kinase (EC 2.7.4.9),COG0125,nucleotide transport and metabolism,F,metabolism
b1103,purine nucleoside phosphoramidase,COG0537,nucleotide transport and metabolism,F,metabolism
b1131,Adenylosuccinate lyase (EC 4.3.2.2),COG0015,nucleotide transport and metabolism,F,metabolism
b1134,bifunctional thiamin pyrimidine pyrophosphate hydrolase/ thiamin pyrophosphate hydrolase,COG1051,nucleotide transport and metabolism,F,metabolism
b1207,phosphoribosylpyrophosphate synthase,COG0462,nucleotide transport and metabolism,F,metabolism
b1232,formyltetrahydrofolate deformylase (EC 3.5.1.10),COG0788,nucleotide transport and metabolism,F,metabolism
b1238,thymidine kinase (EC 2.7.1.21),COG1435,nucleotide transport and metabolism,F,metabolism
b1281,orotidine-5'-phosphate decarboxylase (EC 4.1.1.23),COG0284,nucleotide transport and metabolism,F,metabolism
b1623,adenosine deaminase (EC 3.5.4.4),COG1816,nucleotide transport and metabolism,F,metabolism
b1759,"CTP pyrophosphohydrolas; also hydrolyzes 2-hydroxy-dATP, 8-hydroxy-dGTP, CTP, dCTP and 5-methyl-dCTP",COG1051,nucleotide transport and metabolism,F,metabolism
b1849,formate-dependent phosphoribosylglycinamide formyltransferase (EC 6.3.4.-),COG0027,nucleotide transport and metabolism,F,metabolism
b1970,Hydroxyisourate hydrolase,COG2351,nucleotide transport and metabolism,F,metabolism
b1982,AMP nucleosidase,COG0775,nucleotide transport and metabolism,F,metabolism
b2051,GDP-mannose mannosyl hydrolase,COG1051,nucleotide transport and metabolism,F,metabolism
b2065,dCTP deaminase (EC 3.5.4.13),COG0717,nucleotide transport and metabolism,F,metabolism
b2066,uridine kinase (EC 2.7.1.48),COG0572,nucleotide transport and metabolism,F,metabolism
b2143,cytidine deaminase (EC 3.5.4.5),COG0295,nucleotide transport and metabolism,F,metabolism
b2147,"dihydroorotate oxidase B, catalytic subunit (EC 1.3.3.1)",COG0167,nucleotide transport and metabolism,F,metabolism
b2161,nucleoside permease,COG1972,nucleotide transport and metabolism,F,metabolism
b2162,ribonucleoside hydrolase 2,COG1957,nucleotide transport and metabolism,F,metabolism
b2164,predicted nucleoside transporter,COG1972,nucleotide transport and metabolism,F,metabolism
b2165,pseudouridine 5'-phosphate glycosidase,COG2313,nucleotide transport and metabolism,F,metabolism
b2234,ribonucleoside-diphosphate reductase class Ia alpha subunit (EC 1.17.4.1),COG0209,nucleotide transport and metabolism,F,metabolism
b2235,ribonucleoside-diphosphate reductase class Ia beta subunit (EC 1.17.4.1),COG0208,nucleotide transport and metabolism,F,metabolism
b2291,5'-nucleotidase,COG1896,nucleotide transport and metabolism,F,metabolism
