b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0021,IS1 transposase B,COG1662,"mobilome: prophages, transposons",X,cellular processes and signaling
b0022,IS1 repressor TnpA,COG3677,"mobilome: prophages, transposons",X,cellular processes and signaling
b0228,conserved protein,COG1943,"mobilome: prophages, transposons",X,cellular processes and signaling
b0256,IS30 transposase,COG2826,"mobilome: prophages, transposons",X,cellular processes and signaling
b0259,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b0264,IS1 transposase B,COG1662,"mobilome: prophages, transposons",X,cellular processes and signaling
b0265,IS1 repressor TnpA,COG3677,"mobilome: prophages, transposons",X,cellular processes and signaling
b0267,CP4-6 prophage; predicted DNA-binding transcriptional regulator,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b0274,IS1 transposase B,COG1662,"mobilome: prophages, transposons",X,cellular processes and signaling
b0275,IS1 repressor TnpA,COG3677,"mobilome: prophages, transposons",X,cellular processes and signaling
b0299,IS3 transposase B,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b0360,IS2 repressor TnpA,COG2963,"mobilome: prophages, transposons",X,cellular processes and signaling
b0361,IS2 transposase TnpB,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b0372,IS3 transposase B,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b0541,IS3 transposase B,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b0552,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b0560,DLP12 prophage; DNA packaging protein,COG4220,"mobilome: prophages, transposons",X,cellular processes and signaling
b0656,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b0706,conserved protein,COG5433,"mobilome: prophages, transposons",X,cellular processes and signaling
b4516,IS1 repressor TnpA,COG3677,"mobilome: prophages, transposons",X,cellular processes and signaling
b0988,IS1 transposase B,COG1662,"mobilome: prophages, transposons",X,cellular processes and signaling
b1026,IS3 transposase B,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b1132,predicted lysogenization regulator,COG2915,"mobilome: prophages, transposons",X,cellular processes and signaling
b1153,prohage e14 tail protein homolog,COG3778,"mobilome: prophages, transposons",X,cellular processes and signaling
b1331,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b1370,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b1402,IS2 transposase TnpB,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b1403,IS2 repressor TnpA,COG2963,"mobilome: prophages, transposons",X,cellular processes and signaling
b1404,IS30 transposase,COG2826,"mobilome: prophages, transposons",X,cellular processes and signaling
b1432,IS609 transposase B,COG0675,"mobilome: prophages, transposons",X,cellular processes and signaling
b1460,"transposase, IS4 family",COG5433,"mobilome: prophages, transposons",X,cellular processes and signaling
b1893,IS1 transposase B,COG1662,"mobilome: prophages, transposons",X,cellular processes and signaling
b1894,IS1 repressor TnpA,COG3677,"mobilome: prophages, transposons",X,cellular processes and signaling
b1994,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b1996,IS2 transposase TnpB,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b1997,IS2 repressor TnpA,COG2963,"mobilome: prophages, transposons",X,cellular processes and signaling
b2030,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b2089,IS3 transposase B,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b2192,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b2349,CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase,COG0582,"mobilome: prophages, transposons",X,cellular processes and signaling
b2442,CPZ-55 prophage; predicted integrase,COG0582,"mobilome: prophages, transposons",X,cellular processes and signaling
b2622,CP4-57 prophage; integrase,COG0582,"mobilome: prophages, transposons",X,cellular processes and signaling
b2624,"transcriptional regulator, AlpA family",COG3311,"mobilome: prophages, transposons",X,cellular processes and signaling
b2860,IS2 transposase TnpB,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b2861,IS2 repressor TnpA,COG2963,"mobilome: prophages, transposons",X,cellular processes and signaling
b2982,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b3044,IS2 repressor TnpA,COG2963,"mobilome: prophages, transposons",X,cellular processes and signaling
b3045,IS2 transposase TnpB,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b3218,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b3444,IS1 repressor TnpA,COG3677,"mobilome: prophages, transposons",X,cellular processes and signaling
b3445,IS1 transposase B,COG1662,"mobilome: prophages, transposons",X,cellular processes and signaling
b3484,"transposase, IS4 family",COG5433,"mobilome: prophages, transposons",X,cellular processes and signaling
b3505,"transposase, IS5 family",COG3039,"mobilome: prophages, transposons",X,cellular processes and signaling
b3557,IS150 transposase A,COG2963,"mobilome: prophages, transposons",X,cellular processes and signaling
b3558,IS150 transposase B,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b4272,IS2 repressor TnpA,COG2963,"mobilome: prophages, transposons",X,cellular processes and signaling
b4273,IS2 transposase TnpB,COG2801,"mobilome: prophages, transposons",X,cellular processes and signaling
b4278,"transposase, IS4 family",COG3385,"mobilome: prophages, transposons",X,cellular processes and signaling
b4284,IS30 transposase,COG2826,"mobilome: prophages, transposons",X,cellular processes and signaling
b4294,IS1 repressor TnpA,COG3677,"mobilome: prophages, transposons",X,cellular processes and signaling
