b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0014,"chaperone Hsp70, co-chaperone with DnaJ",COG0443,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0015,"chaperone Hsp40, co-chaperone with DnaK",COG0484,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0028,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),COG1047,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0053,periplasmic chaperone for outer membrane proteins SurA,COG0760,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0055,"DnaJ-like protein, membrane anchored",COG1076,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0156,Iron-sulfur cluster insertion apoprotein erpA,COG0316,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0161,peptidase Do (EC 3.4.21.107). Serine peptidase. MEROPS family S01B,COG0265,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0167,"UTP--GlnB (protein PII) uridylyltransferase, GlnD",COG2844,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0176,site-2 protease. Metallo peptidase. MEROPS family M50B,COG0750,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0178,periplasmic chaperone for outer membrane proteins Skp,COG2825,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0283,moco insertion factor for PaoABC aldehyde oxidoreductase,COG1975,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0436,peptidyl-prolyl cis/trans isomerase (trigger factor),COG0544,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0437,ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92),COG0740,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0438,ATP-dependent Clp protease ATP-binding subunit ClpX (EC 3.4.21.92),COG1219,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0439,ATP-dependent proteinase. Serine peptidase. MEROPS family S16,COG0466,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0441,"periplasmic folding chaperone, has an inactive PPIase domain",COG0760,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0473,molecular chaperone HSP90 family,COG0326,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0488,inner membrane protein that stimulates the ftsH htpX mutant suppressor activity of QmcA,COG1585,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0489,"SPFH domain, Band 7 family protein",COG0330,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0492,"DnaK co-chaperone, thioredoxin-like protein",COG3118,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0525,peptidyl-prolyl cis-trans isomerase B (rotamase B),COG0652,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0581,weak gamma-glutamyl:cysteine ligase,COG2170,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0604,Thiol:disulfide interchange protein DsbC,COG1651,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0650,"Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription",COG0443,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0798,"conserved protein, DUF1768 family",COG3236,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0824,predicted pyruvate formate lyase activating enzyme,COG1180,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0829,"glutathione transporter ATP-binding protein, ABC superfamily",COG1123,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0838,glutathione S-transferase homolog,COG0625,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0849,"glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)",COG0695,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0881,regulatory protein for ClpA substrate specificity,COG2127,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0882,ATP-dependent Clp protease ATP-binding subunit ClpA (EC 3.4.21.92),COG0542,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0885,leucyl/phenylalanyl-tRNA-protein transferase,COG2360,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0886,fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component,COG4987,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0887,fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component,COG4988,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0888,"thioredoxin reductase, FAD/NAD(P)-binding",COG0492,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0902,pyruvate formate lyase activating enzyme 1,COG1180,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0909,predicted peptidase with chaperone function,COG0501,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0955,predicted peptidase,COG1067,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0966,heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein,COG3785,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b0998,Tat proofreading chaperone TorD,COG3381,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1035,"conserved protein, REMP family",COG3381,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1064,glutaredoxin 2 (Grx2),COG2999,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1066,[SSU ribosomal protein S5P]-alanine acetyltransferase (EC 2.3.1.128),COG1670,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1120,deacetylase of acetyl-CoA synthetase,COG0846,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1185,Thiol:disulfide interchange protein DsbB,COG1495,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1226,respiratory nitrate reductase chaperone NarJ,COG2180,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1272,inner membrane peptidase. Serine peptidase. MEROPS family S49,COG0616,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1324,thiol peroxidase (atypical 2-Cys peroxiredoxin) (EC 1.11.1.5),COG2077,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1379,heat-inducible lipoprotein involved in novobiocin resistance,COG3187,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1391,"phenylacetyl-CoA oxygenase, gamma subunit of a heteromultimeric diiron oxygenase",COG2151,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1427,[LSU ribosomal protein L12P]-serine N-acetyltransferase (EC:2.3.1.-),COG1670,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1435,predicted peptidase,COG0826,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1454,glutathione S-transferase homolog,COG0625,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1466,respiratory nitrate reductase chaperone NarJ,COG2180,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1497,conserved protein,COG0641,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1584,spermine/spermidine N-acetyltransferase (EC 2.3.1.-),COG1670,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1591,Tat proofreading chaperone DmsD,COG3381,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1635,glutathionine S-transferase,COG0625,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
b1654,glutaredoxin-4,COG0278,"posttranslational modification, protein turnover, chaperones",O,cellular processes and signaling
