b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0029,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2),COG0761,lipid transport and metabolism,I,metabolism
b0036,carnitinyl-CoA dehydratase,COG1024,lipid transport and metabolism,I,metabolism
b0037,probable crotonobetaine/carnitine-CoA ligase,COG0318,lipid transport and metabolism,I,metabolism
b0038,crotonobetainyl CoA:carnitine CoA transferase,COG1804,lipid transport and metabolism,I,metabolism
b0039,"crotonobetaine reductase subunit II, FAD-binding",COG1960,lipid transport and metabolism,I,metabolism
b0173,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267),COG0743,lipid transport and metabolism,I,metabolism
b0174,Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),COG0020,lipid transport and metabolism,I,metabolism
b0175,CDP-diglyceride synthase,COG0575,lipid transport and metabolism,I,metabolism
b0180,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.-),COG0764,lipid transport and metabolism,I,metabolism
b0185,acetyl-CoA carboxylase carboxyltransferase subunit alpha,COG0825,lipid transport and metabolism,I,metabolism
b0221,acyl coenzyme A dehydrogenase,COG1960,lipid transport and metabolism,I,metabolism
b0311,choline dehydrogenase (EC 1.1.99.1),COG2303,lipid transport and metabolism,I,metabolism
b0335,propionyl-CoA synthetase (EC 6.2.1.17),COG0365,lipid transport and metabolism,I,metabolism
b0377,microcin B17 transporter,COG1133,lipid transport and metabolism,I,metabolism
b0404,conserved protein,COG3124,lipid transport and metabolism,I,metabolism
b0418,phosphatidylglycerophosphatase (EC 3.1.3.27),COG1267,lipid transport and metabolism,I,metabolism
b0420,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7),COG1154,lipid transport and metabolism,I,metabolism
b0428,protoheme IX farnesyltransferase,COG0109,lipid transport and metabolism,I,metabolism
b0443,long-chain acyl-CoA thioesterase III,COG0824,lipid transport and metabolism,I,metabolism
b0452,acyl-CoA thioesterase II,COG1946,lipid transport and metabolism,I,metabolism
b0476,acetyl esterase,COG0657,lipid transport and metabolism,I,metabolism
b0509,"tartronate semialdehyde reductase, NADH-dependent",COG2084,lipid transport and metabolism,I,metabolism
b0596,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",COG1028,lipid transport and metabolism,I,metabolism
b0614,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,COG3697,lipid transport and metabolism,I,metabolism
b0736,"acyl-CoA thioesterase, involved in phospholipid metabolism",COG0824,lipid transport and metabolism,I,metabolism
b0772,"acyl-CoA thioesterase, lipoprotein",COG4677,lipid transport and metabolism,I,metabolism
b0789,cardiolipin synthase 2,COG1502,lipid transport and metabolism,I,metabolism
b0954,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60),COG0764,lipid transport and metabolism,I,metabolism
b1046,predicted hydrolase,COG1502,lipid transport and metabolism,I,metabolism
b1054,lauryl-acyl carrier protein (ACP)-dependent acyltransferase,COG1560,lipid transport and metabolism,I,metabolism
b1090,phosphate:acyl-[acyl carrier protein] acyltransferase,COG0416,lipid transport and metabolism,I,metabolism
b1091,3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41),COG0332,lipid transport and metabolism,I,metabolism
b1092,[Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39),COG0331,lipid transport and metabolism,I,metabolism
b1093,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100),COG1028,lipid transport and metabolism,I,metabolism
b1094,acyl carrier protein,COG0236,lipid transport and metabolism,I,metabolism
b1095,3-oxoacyl-[acyl-carrier-protein] synthase II (EC 2.3.1.41),COG0304,lipid transport and metabolism,I,metabolism
b1208,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148),COG1947,lipid transport and metabolism,I,metabolism
b1249,cardiolipin synthetase 2 (EC 2.7.8.-),COG1502,lipid transport and metabolism,I,metabolism
b1253,"Acyl-CoA esterase, role unknown",COG1607,lipid transport and metabolism,I,metabolism
b1271,"predicted oxoacyl-(acyl carrier protein) reductase, EmrKY-TolC system",COG1028,lipid transport and metabolism,I,metabolism
b1278,phosphatidylglycerophosphatase (EC 3.1.3.27),COG0671,lipid transport and metabolism,I,metabolism
b1288,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),COG0623,lipid transport and metabolism,I,metabolism
b1393,short chain enoyl-CoA hydratase (EC 4.2.1.17),COG1024,lipid transport and metabolism,I,metabolism
b1394,Enoyl-CoA hydratase (EC 4.2.1.17)/short chain enoyl-CoA hydratase (EC 4.2.1.17),COG1024,lipid transport and metabolism,I,metabolism
b1395,3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35),COG1250,lipid transport and metabolism,I,metabolism
b1397,beta-ketoadipyl CoA thiolase,COG0183,lipid transport and metabolism,I,metabolism
b1408,inner membrane protein,COG0558,lipid transport and metabolism,I,metabolism
b1410,predicted hydrolase,COG2267,lipid transport and metabolism,I,metabolism
b1606,"dihydromonapterin reductase, NADPH-dependent; dihydrofolate reductase isozyme",COG1028,lipid transport and metabolism,I,metabolism
b1619,"7-alpha-hydroxysteroid dehydrogenase, NAD-dependent",COG1028,lipid transport and metabolism,I,metabolism
b1661,cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79),COG2230,lipid transport and metabolism,I,metabolism
b1694,propionate CoA-transferase (EC 2.8.3.1),COG4670,lipid transport and metabolism,I,metabolism
b1695,predicted acyl-CoA dehydrogenase,COG1960,lipid transport and metabolism,I,metabolism
b1701,"short chain acyl-CoA synthetase, anaerobic",COG0318,lipid transport and metabolism,I,metabolism
b1710,predicted glutathione peroxidase,COG0386,lipid transport and metabolism,I,metabolism
b1758,"inner membrane protein, phosphatidylglycerophosphate synthase homolog",COG0558,lipid transport and metabolism,I,metabolism
b1805,acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase),COG0318,lipid transport and metabolism,I,metabolism
b1855,myristoyl-acyl carrier protein (ACP)-dependent acyltransferase,COG1560,lipid transport and metabolism,I,metabolism
b1912,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5),COG0558,lipid transport and metabolism,I,metabolism
b2086,"phosphatidylglycerol kinase, metal-dependent",COG1597,lipid transport and metabolism,I,metabolism
b2137,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG1028,lipid transport and metabolism,I,metabolism
b2174,lipid-A kinase,COG0671,lipid transport and metabolism,I,metabolism
b2221,"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit",COG1788,lipid transport and metabolism,I,metabolism
b2222,"acetyl-CoA:acetoacetyl-CoA transferase, beta subunit",COG2057,lipid transport and metabolism,I,metabolism
b2223,short chain fatty acid transporter,COG2031,lipid transport and metabolism,I,metabolism
b2224,acetyl-CoA acetyltransferase (EC 2.3.1.9),COG0183,lipid transport and metabolism,I,metabolism
b2239,periplasmic glycerophosphodiester phosphodiesterase,COG0584,lipid transport and metabolism,I,metabolism
b2260,2-succinylbenzoyl-CoA synthetase (EC 6.2.1.26),COG0318,lipid transport and metabolism,I,metabolism
b2299,predicted NUDIX hydrolase,COG1443,lipid transport and metabolism,I,metabolism
b2316,acetyl-CoA carboxylase carboxyltransferase subunit alpha,COG0777,lipid transport and metabolism,I,metabolism
b2323,3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41),COG0304,lipid transport and metabolism,I,metabolism
b2341,3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)/short chain enoyl-CoA hydratase (EC 4.2.1.17),COG1250,lipid transport and metabolism,I,metabolism
b2342,3-ketoacyl-CoA thiolase (EC 2.3.1.16),COG0183,lipid transport and metabolism,I,metabolism
