b_number,cog_desc,cog_id,cog_category,cog_letter,cog_class
b0006,"conserved protein, UPF0246 family",COG3022,inorganic ion transport and metabolism,P,metabolism
b0019,"sodium/proton antiporter, NhaA family (TC 2.A.33.1.1)",COG3004,inorganic ion transport and metabolism,P,metabolism
b0047,"Kef-type potassium/proton antiporter, CPA2 family (TC 2.A.37.1)",COG0475,inorganic ion transport and metabolism,P,metabolism
b0050,protein associated with Co2+ and Mg2+ efflux,COG2967,inorganic ion transport and metabolism,P,metabolism
b0067,fused thiamin transporter subunits of ABC superfamily: membrane components,COG1178,inorganic ion transport and metabolism,P,metabolism
b0123,cell division protein SufI,COG2132,inorganic ion transport and metabolism,P,metabolism
b0126,carbonic anhydrase,COG0288,inorganic ion transport and metabolism,P,metabolism
b0150,ferrichrome outer membrane transporter,COG1629,inorganic ion transport and metabolism,P,metabolism
b0151,iron-hydroxamate transporter subunit,COG1120,inorganic ion transport and metabolism,P,metabolism
b0152,iron-hydroxamate transporter subunit,COG0614,inorganic ion transport and metabolism,P,metabolism
b0153,fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components,COG0609,inorganic ion transport and metabolism,P,metabolism
b0155,"chloride channel, voltage-gated",COG0038,inorganic ion transport and metabolism,P,metabolism
b0158,vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily,COG0614,inorganic ion transport and metabolism,P,metabolism
b0197,DL-methionine transporter subunit,COG1464,inorganic ion transport and metabolism,P,metabolism
b0339,carbonic anhydrase,COG0288,inorganic ion transport and metabolism,P,metabolism
b0340,cyanate aminohydrolase,COG1513,inorganic ion transport and metabolism,P,metabolism
b0341,predicted cyanate transporter,COG2807,inorganic ion transport and metabolism,P,metabolism
b0365,taurine transporter subunit,COG4521,inorganic ion transport and metabolism,P,metabolism
b0366,taurine transporter subunit,COG4525,inorganic ion transport and metabolism,P,metabolism
b0367,taurine transporter subunit,COG0600,inorganic ion transport and metabolism,P,metabolism
b0383,alkaline phosphatase (EC 3.1.3.1),COG1785,inorganic ion transport and metabolism,P,metabolism
b0451,ammonium transporter (TC 1.A.11),COG0004,inorganic ion transport and metabolism,P,metabolism
b0478,"Kef-type potassium/proton antiporter, CPA2 family (TC 2.A.37.1)",COG4651,inorganic ion transport and metabolism,P,metabolism
b0479,predicted fosmidomycin efflux system,COG2223,inorganic ion transport and metabolism,P,metabolism
b0484,copper transporter,COG2217,inorganic ion transport and metabolism,P,metabolism
b0490,predicted transporter subunit: ATP-binding component of ABC superfamily,COG4619,inorganic ion transport and metabolism,P,metabolism
b0491,"inner membrane protein, UPF0014 family",COG0390,inorganic ion transport and metabolism,P,metabolism
b0573,periplasmic copper- and silver-binding protein,COG5569,inorganic ion transport and metabolism,P,metabolism
b0575,"copper/silver efflux system, membrane component",COG3696,inorganic ion transport and metabolism,P,metabolism
b0584,iron-enterobactin outer membrane transporter,COG4771,inorganic ion transport and metabolism,P,metabolism
b0585,enterobactin/ferric enterobactin esterase,COG2382,inorganic ion transport and metabolism,P,metabolism
b0588,iron-enterobactin transporter subunit,COG1120,inorganic ion transport and metabolism,P,metabolism
b0589,iron-enterobactin transporter subunit,COG4779,inorganic ion transport and metabolism,P,metabolism
b0590,iron-enterobactin transporter subunit,COG0609,inorganic ion transport and metabolism,P,metabolism
b0592,iron-enterobactin transporter subunit,COG4592,inorganic ion transport and metabolism,P,metabolism
b0624,camphor resistance protein CrcB,COG0239,inorganic ion transport and metabolism,P,metabolism
